text,labels
That uncertainty is the great gift of a democracy,1
I absolutely can't think of a simpler way of describing it,1
that landed them in a world of trouble with a group of out-of-town atheists,1
.,3
.,3
Most of the changes humans make to our environment are desirable changes that help us live longer and more comfortably,1
.,3
.,3
Canada is not the only state that has passed questionable legislation on sex work,1
At least one of them was executed,0
The third member was North Korea,1
His term in office has been far from a sterling success,1
.,3
and,3
"""Hurtling off a cliff"" would work just as well",1
",",3
.,3
.,3
"""ordinary"" Norma Jeane was changed by someone else into the glamorous movie star Marilyn Monroe",1
.,3
",",3
.,3
.,3
.,3
",",3
.,3
If,3
.,3
"And most importantly, although it feels like a lifetime, it isn't",1
Why do some in radical Islam kill innocents in the West in order to affect the policies of Western governments?,1
.,3
their views and political claims aren't always taken seriously,1
:,3
the government is actively looking outside the country for investment,1
.,3
.,3
.,3
"The issue is the new Scottish Labour leader, Jim Murphy, and his vainglorious boast that he is going to use mansion tax money from London and the south-east to pay for 1,000 new nurses in Scotland",1
.,3
The Greeks have a democratic right to elect a leader who wants to tear up this agreement,2
The offices of all three were raided in August and sealed shut with IREX leaving the country shortly after,0
The president looked and sounded relatable,1
.,3
"History is replete with governments working against Adam Smith's invisible hand, but always with the intention of protecting their own",1
he was arrested in Nice and sent to the death camps,0
"In the same year, the Iraqi president also defined the difference between the ""democratic, national, pan-Arab state"" and the ""religious state"" proclaimed by the Muslim Brotherhood",0
In 2010 I wrote a detailed analysis of the secret detention programme for a UN study,0
you get through all 15,1
",",3
No new date has been set,1
.,3
"they should consider the role that anti-Muslim cultural production plays in facilitating their own abuses of human rights, and radicalising their own citizens",1
.,3
translated into English,3
"even those who, in a dark and unacknowledged place inside, instinctively agree with the statements posed by YouGov",1
--,3
.,3
.,3
.,3
The fact that he plays ball with the West and Israel somehow makes this okay,1
Seven ways to stay married.,7
Two steps forward. One step back. One step forward. Three steps back,1
.,3
.,3
.,3
"In order to seek probable cause, the government must first have an articulable suspicion about the person or place it has targeted",2
",",3
"In most of the region, a woman who disobeys her husband or talks back to him faces a beating at best, usually with the hearty approval of the wife's family father and brothers",1
Empowered victims like Dickinson move us quickly from just feeling sorry to feeling admiration for their courageous empowerment,1
",",3
"After years of delays by Brussels, it is not likely anyone in Turkey will believe these words",1
critics have dismissed his reasoning,1
A bombshell Vatican report released Monday that gives a green light to the social activism of left-wing U.S  nuns is the latest example of how the more liberal papacy of Pope Francis could affect the outcome of the 2016 US elections,1
.,3
;,3
.,3
And,3
.,3
.,3
.,3
:,3
" the chances of healing - of some level of local, democratically accountable control of political and economic development - have become even more remote in the era of neoliberal globalisation",1
",",3
.,3
",",3
It does not have to be this way,1
.,3
that will easily be the most expensive in history,1
",",3
he wanted my grandmother to take Carlos to the Children's Hospital in Los Angeles for treatment,0
.,3
"Today, 20 cents of every tax dollar collected goes to interest on pre-existing government debt",1
.,3
to provide work experience and publicity,3
"It is between the ongoing struggle for enlightenment - Europe's gift to the world - and a gathering, hate-filled darkness",1
.,3
Even though the mobile has long since ceased to be a cutting-edge gadget possessed only by the high-earning early-adopting few,1
I don't know when my friend died,0
"In this context, every time that we make the connections between terrorism and Islam we are only validating the terrorist's own epistemic and pushing the 99.99 percent of the Muslims away by insisting to insult the prophet and through it their faith",1
.,3
"1,000 on the wearable tech, produced under the Explorer programme",3
"They'd upturn the contents of their bags on to a desk with a shout of:""Who wants what?""",0
which was to close all women's shelters and arrange for the victims of violence to stay with relatives instead,0
.,3
I think GPs have a responsibility to initiate a conversation about obesity,1
The unemployed man with the gun is more powerful than the Parisian journalist,1
.,3
Palestine's wasted time at the UN.,7
"In 2009, US Navy SEAL snipers ended the hostage ordeal of American Richard Phillips, captain of the cargo ship Maersk Alabama",0
It was almost impossible to get caught,0
Cameron used eerily similar talking points in Washington on Friday as Comey did in late 2014,1
he came to the public with some new measures that would be undertaken to ensure that an attack like the Peshawar massacre would never happen again,0
.,3
"It's not from one of those will kits, is it?",4
and,3
"Nigeria, another major oil producer, received similar support for its even more ruinous war against Biafra in the late 1960s",1
Abbadi's appeal to Iraqi nationalism and sensitivity to tribal and sectarian dynamics must be able to offer a bigger pull than the ISIL offer of a dysfunctional caliphate,1
.,3
.,3
.,3
.,3
I was turned upside down,0
;,3
 presidential elections were just around the corner,0
1.5 million have been displaced from their homes as a result of the violence,5
How can he ignore the overwhelming and ever-increasing evidence?,1
Lest,3
So it is,3
a correction was published online that evening and in print on Tuesday 6 January,0
Their about-face on Charlie Hebdo is linked to their turn on Islam but criticising Gulen has always been a red line for them,1
